step,crossentropy,val crossentropy,acc micro,val acc micro,allgood,val allgood
1,1.7505555238042558,1.72564031680425,0.42787795293898806,0.5866978236607142,0.0,0.0
2,1.719430032230559,1.7089782158533733,0.663928762422938,0.7250685918898809,2.3251488095238097e-06,5.696614583333333e-05
3,1.707236008984702,1.7018694480260212,0.7488308653539542,0.7678783598400298,0.0002418154761904762,0.0010986328125
4,1.7005620286578225,1.6983560522397358,0.7872897401147958,0.8228669666108631,0.001273018973214286,0.004720052083333333
5,1.6966717697325207,1.6963239510854085,0.8162625474994682,0.8309680757068453,0.004280598958333335,0.0069580078125
6,1.6943240846906389,1.695132076740265,0.8326578360836521,0.8506661551339286,0.008138020833333334,0.015152994791666667
7,1.6926727181389218,1.6946085095405579,0.846578294403699,0.8726763044084821,0.013285900297619047,0.0181396484375
8,1.6915095590409779,1.6940985918045044,0.8615236035820578,0.8830912272135417,0.019240606398809517,0.024943033854166668
9,1.6905455787976582,1.693588674068451,0.8726549213435374,0.8882539295014881,0.024867466517857147,0.03306477864583333
10,1.68978427421479,1.6939143737157185,0.881069800967262,0.8911301385788689,0.036173502604166664,0.030208333333333337
11,1.688905642146156,1.6937098304430644,0.8833648474038055,0.8942531040736608,0.0369384765625,0.03932291666666667
12,1.6883361282802762,1.6935009161631267,0.8843696853741498,0.8925060453869048,0.04335356212797619,0.04554036458333333
13,1.6880212397802443,1.6943270961443584,0.8875926322677504,0.8958804175967262,0.04841424851190477,0.052441406249999996
14,1.6876896704946245,1.6940866112709045,0.8905657502258715,0.8992725190662202,0.05748697916666667,0.06273600260416667
15,1.6874419649442036,1.6941238641738892,0.8939579347363946,0.9011544363839286,0.06264415922619047,0.0665283203125
16,1.6872445940971375,1.694143831729889,0.8986373382360756,0.9046712239583333,0.07212727864583332,0.07592773437500001
17,1.6870023012161255,1.6944020986557007,0.9011088468590561,0.9045907156808036,0.07827497209821427,0.07159830729166666
18,1.6868282868748619,1.6943650643030803,0.9043261469626913,0.9134533110119047,0.08467843191964285,0.09265136718749999
19,1.6865762273470561,1.6946614384651184,0.9077758789062498,0.9160926455543154,0.09539271763392858,0.09493001302083331
20,1.686419135048276,1.6944936911265056,0.9114855707908166,0.9194713774181548,0.10085216703869043,0.08858235677083333
21,1.6861421863238018,1.694879412651062,0.91199913803412,0.9168282645089286,0.0993012927827381,0.08453776041666666
22,1.6860091317267645,1.6951029300689697,0.9100211007254464,0.9180321103050595,0.0968959263392857,0.0856201171875
23,1.6858599157560439,1.6955949664115906,0.9092538846593327,0.9178533644903273,0.09432896205357141,0.08744303385416667
24,1.6857897837956746,1.6958175500233967,0.9101505616895196,0.9190412248883929,0.09739815848214281,0.08559570312499999
25,1.6856975016139804,1.6954670151074727,0.9121094995615432,0.9204973493303572,0.10098121279761904,0.086669921875
26,1.6856263052849543,1.695776363213857,0.9129322700759991,0.9211658296130952,0.10483863467261902,0.09252115885416667
27,1.6855335916791643,1.695424477259318,0.9136923030931121,0.9231427873883927,0.10649646577380951,0.10117187500000001
