step,crossentropy,val crossentropy,acc micro,val acc micro,allgood,val allgood
28,1.6855048366955347,1.6960798303286235,0.9158389967315053,0.9217261904761905,0.11195242745535715,0.09234212239583332
29,1.6853867967923482,1.6964065432548523,0.9177839421901572,0.9232200985863096,0.11161876860119045,0.09446614583333333
30,1.6853062340191431,1.6967763900756836,0.9180877477944304,0.9229335239955357,0.11289527529761902,0.09458821614583333
31,1.6852336440767561,1.6968095501263936,0.9172324667171556,0.9227169945126489,0.11449614025297615,0.08920898437500001
32,1.6852089109874906,1.6968139012654622,0.918449308434311,0.925022960844494,0.11131766183035717,0.09781087239583335
33,1.6851297815640767,1.6972578763961792,0.9203137871359481,0.9248477027529763,0.11633417038690474,0.10142415364583333
34,1.6850885436648415,1.6971953511238098,0.922923891236182,0.9263416108630952,0.12180175781250002,0.10577799479166666
35,1.6850243579773676,1.6972230672836304,0.9241032814492985,0.9258399600074405,0.12581728980654763,0.09761555989583333
36,1.685010348047529,1.6972453196843464,0.9255050140173259,0.9272923060825894,0.13027576264880952,0.10816243489583334
37,1.68492291087196,1.6972620089848836,0.9271561603156888,0.9283264160156249,0.13319033668154762,0.11459960937500001
38,1.684888291926611,1.697424093882243,0.9278140528672407,0.9277744838169643,0.13921828497023805,0.10781249999999999
39,1.6848206434931075,1.6977033217748005,0.9296319870721723,0.9302301316034227,0.14521949404761902,0.12483723958333331
40,1.6847187280654907,1.69782159725825,0.9296758327354382,0.9291817801339285,0.14743652343750002,0.11952311197916667
41,1.6846810238701957,1.6982636054356892,0.9294164540816325,0.9293922061011907,0.14641927083333334,0.1156494140625
42,1.6846429478554499,1.6985747416814168,0.930579609773597,0.9302879696800596,0.15006045386904765,0.12189127604166666
43,1.6845665403774805,1.6986823081970215,0.9308564270434735,0.9293178013392857,0.15110677083333335,0.12301432291666665
44,1.6845574577649434,1.6988775134086609,0.9305791945684522,0.9291128976004464,0.1510835193452381,0.10779622395833333
45,1.6844918330510457,1.6985718806584675,0.9315014897560587,0.9322637648809525,0.1503894624255952,0.12774251302083334
46,1.6844667253040133,1.6988688111305237,0.9330261645673895,0.9322036016555061,0.1586077008928571,0.1246826171875
47,1.6844432666188194,1.6987804373105366,0.9332720905745113,0.932217261904762,0.15976446242559522,0.12954915364583333
48,1.6843979415439425,1.6999155481656392,0.9336490968457696,0.930842517671131,0.16392647879464287,0.12151692708333334
49,1.6843701742944264,1.6993589202562969,0.9345881663212159,0.9339849562872025,0.16827450706845246,0.14099934895833335
50,1.6843044871375674,1.6997307936350505,0.935988611753295,0.9339617047991071,0.17583589099702376,0.14242350260416667
51,1.6842664650508337,1.6993634700775146,0.9364517730920493,0.9343549455915178,0.1784551711309524,0.14042154947916666
52,1.6843026677767436,1.699692149957021,0.9366759838701109,0.9346290225074404,0.18065011160714284,0.14686686197916668
53,1.6842177936008997,1.6998904347419739,0.9378563290550597,0.9352600097656251,0.1876697358630952,0.14765625000000002
54,1.684244686648959,1.7001039584477742,0.9379822607754038,0.9371172223772323,0.1889346168154762,0.15176595052083333
55,1.6841682990392048,1.7000850041707356,0.9396673708545921,0.9398318336123511,0.1982491629464286,0.16629231770833333
56,1.68412450949351,1.7006910840670268,0.9409858547911351,0.9380304245721726,0.20731956845238095,0.15597330729166667
57,1.6841576042629423,1.7006390889485676,0.9400947415098854,0.9366053989955357,0.1992292131696428,0.14967447916666668
58,1.6840518116950989,1.7005244493484497,0.9415969952434098,0.9410420735677082,0.20896809895833332,0.18310546875
59,1.6840415880793618,1.7004780769348145,0.9427488988759568,0.9410589308965772,0.21974167596726193,0.1777994791666667
60,1.6839944124221802,1.7015029589335124,0.9436454928651149,0.9393537248883929,0.22667643229166665,0.1749267578125
61,1.683970414456867,1.700802485148112,0.9430317781409437,0.939326404389881,0.22069847470238088,0.17121582031250002
62,1.6839358579544794,1.7007614970207214,0.9454894189120964,0.945326450892857,0.24195149739583335,0.2220865885416667
63,1.6839074804669334,1.7016051610310872,0.9449429674213434,0.941605922154018,0.23599214099702384,0.19230957031249998
64,1.6839296221733093,1.701358139514923,0.9456481103183465,0.9477693103608632,0.24305361793154762,0.2512125651041666
65,1.6838682293891907,1.7017534176508586,0.9456244436251063,0.9419424874441965,0.24501023065476185,0.20585123697916663
66,1.6839118656657992,1.7013632257779439,0.9454890867479804,0.94482421875,0.2398658389136905,0.22862955729166665
67,1.6838401754697163,1.7019580205281575,0.946809148464073,0.9464102608816964,0.24995698474702377,0.24998372395833335
68,1.683797157946087,1.7024293541908264,0.9460764774659859,0.9445986793154763,0.2466622488839286,0.2335205078125
69,1.6837261773291088,1.7017644047737122,0.9479045841969602,0.9480576288132441,0.2616571335565477,0.271240234375
70,1.6838084487687974,1.702226718266805,0.9499569017059944,0.9558890206473215,0.2814220610119048,0.34414062500000003
