step,crossentropy,val crossentropy,acc micro,val acc micro,allgood,val allgood
59,1.683708803994315,1.6987277269363403,0.9423175837717901,0.940940638950893,0.37050664992559534,0.37290852864583335
60,1.683667813028608,1.6988514264424641,0.9412063287228956,0.9458214169456846,0.3692557198660714,0.38023274739583335
61,1.683623799255916,1.699352224667867,0.9429485710299746,0.9461123511904762,0.37491048177083336,0.38111979166666665
62,1.6836124772117251,1.6987255613009136,0.9437595081978103,0.947990490141369,0.3762021019345238,0.38514811197916665
63,1.6835982714380537,1.6987216075261433,0.9444573850047833,0.9470601399739583,0.3786004929315476,0.38059895833333335
64,1.6836076861336118,1.6989967226982117,0.9448449374867136,0.9470862978980655,0.3808035714285714,0.3824869791666667
65,1.6835426432745797,1.6992321213086445,0.9456389758051658,0.9483104887462798,0.38888462611607144,0.3877766927083333
66,1.683554192384084,1.699728508790334,0.9460510253906251,0.9477161225818452,0.3907168433779762,0.38971354166666666
67,1.6835204448018755,1.6994570692380269,0.94692494917889,0.9487874348958333,0.3891264415922619,0.3903483072916667
68,1.6834416389465332,1.700274407863617,0.9478007413903059,0.9487586611793155,0.3931919642857141,0.38841145833333335
69,1.6834330502010526,1.699447254339854,0.9483508051658165,0.9496744791666667,0.3933430989583333,0.3927327473958333
70,1.6834184470630826,1.6997734506924946,0.9476090411750638,0.9493823823474702,0.392500232514881,0.3914876302083334
